"country","indicator","Unit","Date","Value"
"ARGENTINA","All vehicles","UNITS","1/1/2009 12:00:00 AM",507794
"ARGENTINA","All vehicles","UNITS","1/1/2010 12:00:00 AM",652402
"ARGENTINA","All vehicles","UNITS","1/1/2011 12:00:00 AM",846851
"ARGENTINA","All vehicles","UNITS","1/1/2012 12:00:00 AM",832026
"BAHAMAS","All vehicles","UNITS","1/1/2005 12:00:00 AM",3351
"BAHAMAS","All vehicles","UNITS","1/1/2006 12:00:00 AM",2801
"BAHAMAS","All vehicles","UNITS","1/1/2007 12:00:00 AM",2903
"BAHAMAS","All vehicles","UNITS","1/1/2008 12:00:00 AM",2900
"BAHAMAS","All vehicles","UNITS","1/1/2009 12:00:00 AM",4400
"BAHAMAS","All vehicles","UNITS","1/1/2010 12:00:00 AM",3200
"BAHAMAS","All vehicles","UNITS","1/1/2011 12:00:00 AM",3000
"BAHAMAS","All vehicles","UNITS","1/1/2012 12:00:00 AM",3500
"BELIZE","All vehicles","UNITS","1/1/2005 12:00:00 AM",200
"BELIZE","All vehicles","UNITS","1/1/2006 12:00:00 AM",300
"BELIZE","All vehicles","UNITS","1/1/2007 12:00:00 AM",200
"BELIZE","All vehicles","UNITS","1/1/2008 12:00:00 AM",400
"BELIZE","All vehicles","UNITS","1/1/2009 12:00:00 AM",400
"BELIZE","All vehicles","UNITS","1/1/2010 12:00:00 AM",250
"BELIZE","All vehicles","UNITS","1/1/2011 12:00:00 AM",300
"BELIZE","All vehicles","UNITS","1/1/2012 12:00:00 AM",400
"BOLIVIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",2800
"BOLIVIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",3500
"BOLIVIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",3500
"BOLIVIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",3700
"BOLIVIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",3000
"BOLIVIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",11000
"BOLIVIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",14000
"BOLIVIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",21000
"BRAZIL","All vehicles","UNITS","1/1/2005 12:00:00 AM",1714644
"BRAZIL","All vehicles","UNITS","1/1/2006 12:00:00 AM",1927738
"BRAZIL","All vehicles","UNITS","1/1/2007 12:00:00 AM",2462728
"BRAZIL","All vehicles","UNITS","1/1/2008 12:00:00 AM",2820350
"BRAZIL","All vehicles","UNITS","1/1/2009 12:00:00 AM",3141240
"BRAZIL","All vehicles","UNITS","1/1/2010 12:00:00 AM",3515066
"BRAZIL","All vehicles","UNITS","1/1/2011 12:00:00 AM",3633253
"BRAZIL","All vehicles","UNITS","1/1/2012 12:00:00 AM",3802071
"CHILE","All vehicles","UNITS","1/1/2005 12:00:00 AM",200000
"CHILE","All vehicles","UNITS","1/1/2006 12:00:00 AM",200000
"CHILE","All vehicles","UNITS","1/1/2007 12:00:00 AM",230000
"CHILE","All vehicles","UNITS","1/1/2008 12:00:00 AM",260000
"CHILE","All vehicles","UNITS","1/1/2009 12:00:00 AM",182000
"CHILE","All vehicles","UNITS","1/1/2010 12:00:00 AM",303360
"CHILE","All vehicles","UNITS","1/1/2011 12:00:00 AM",356183
"CHILE","All vehicles","UNITS","1/1/2012 12:00:00 AM",362331
"COLOMBIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",150000
"COLOMBIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",205000
"COLOMBIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",235000
"COLOMBIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",210000
"COLOMBIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",195000
"COLOMBIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",285000
"COLOMBIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",295000
"COLOMBIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",285000
"COSTA RICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",16000
"COSTA RICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",20000
"COSTA RICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",17000
"COSTA RICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",19000
"COSTA RICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",16500
"COSTA RICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",24000
"COSTA RICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",34000
"COSTA RICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",36000
"CUBA","All vehicles","UNITS","1/1/2005 12:00:00 AM",3000
"CUBA","All vehicles","UNITS","1/1/2006 12:00:00 AM",2600
"CUBA","All vehicles","UNITS","1/1/2007 12:00:00 AM",3500
"CUBA","All vehicles","UNITS","1/1/2008 12:00:00 AM",4100
"CUBA","All vehicles","UNITS","1/1/2009 12:00:00 AM",1900
"CUBA","All vehicles","UNITS","1/1/2010 12:00:00 AM",2400
"CUBA","All vehicles","UNITS","1/1/2011 12:00:00 AM",3500
"CUBA","All vehicles","UNITS","1/1/2012 12:00:00 AM",4500
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2005 12:00:00 AM",25000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2006 12:00:00 AM",23000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2007 12:00:00 AM",25000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2008 12:00:00 AM",28000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2009 12:00:00 AM",12000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2010 12:00:00 AM",21000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2011 12:00:00 AM",21000
"DOMINICAN REPUBLIC","All vehicles","UNITS","1/1/2012 12:00:00 AM",21000
"ECUADOR","All vehicles","UNITS","1/1/2005 12:00:00 AM",93057
"ECUADOR","All vehicles","UNITS","1/1/2006 12:00:00 AM",89558
"ECUADOR","All vehicles","UNITS","1/1/2007 12:00:00 AM",91778
"ECUADOR","All vehicles","UNITS","1/1/2008 12:00:00 AM",112684
"ECUADOR","All vehicles","UNITS","1/1/2009 12:00:00 AM",92764
"ECUADOR","All vehicles","UNITS","1/1/2010 12:00:00 AM",132172
"ECUADOR","All vehicles","UNITS","1/1/2011 12:00:00 AM",130000
"ECUADOR","All vehicles","UNITS","1/1/2012 12:00:00 AM",105000
"EL SALVADOR","All vehicles","UNITS","1/1/2005 12:00:00 AM",13000
"EL SALVADOR","All vehicles","UNITS","1/1/2006 12:00:00 AM",12000
"EL SALVADOR","All vehicles","UNITS","1/1/2007 12:00:00 AM",14000
"EL SALVADOR","All vehicles","UNITS","1/1/2008 12:00:00 AM",16000
"EL SALVADOR","All vehicles","UNITS","1/1/2009 12:00:00 AM",3000
"EL SALVADOR","All vehicles","UNITS","1/1/2010 12:00:00 AM",7000
"EL SALVADOR","All vehicles","UNITS","1/1/2011 12:00:00 AM",8000
"EL SALVADOR","All vehicles","UNITS","1/1/2012 12:00:00 AM",11000
"GUADELOUPE","All vehicles","UNITS","1/1/2005 12:00:00 AM",17327
"GUADELOUPE","All vehicles","UNITS","1/1/2006 12:00:00 AM",16544
"GUADELOUPE","All vehicles","UNITS","1/1/2007 12:00:00 AM",18888
"GUADELOUPE","All vehicles","UNITS","1/1/2008 12:00:00 AM",17647
"GUADELOUPE","All vehicles","UNITS","1/1/2009 12:00:00 AM",16928
"GUADELOUPE","All vehicles","UNITS","1/1/2010 12:00:00 AM",16009
"GUADELOUPE","All vehicles","UNITS","1/1/2011 12:00:00 AM",16364
"GUADELOUPE","All vehicles","UNITS","1/1/2012 12:00:00 AM",15452
"GUATEMALA","All vehicles","UNITS","1/1/2005 12:00:00 AM",11800
"GUATEMALA","All vehicles","UNITS","1/1/2006 12:00:00 AM",13200
"GUATEMALA","All vehicles","UNITS","1/1/2007 12:00:00 AM",16600
"GUATEMALA","All vehicles","UNITS","1/1/2008 12:00:00 AM",18300
"GUATEMALA","All vehicles","UNITS","1/1/2009 12:00:00 AM",18500
"GUATEMALA","All vehicles","UNITS","1/1/2010 12:00:00 AM",21300
"GUATEMALA","All vehicles","UNITS","1/1/2011 12:00:00 AM",23000
"GUATEMALA","All vehicles","UNITS","1/1/2012 12:00:00 AM",24000
"GUYANA","All vehicles","UNITS","1/1/2005 12:00:00 AM",5353
"GUYANA","All vehicles","UNITS","1/1/2006 12:00:00 AM",5604
"GUYANA","All vehicles","UNITS","1/1/2007 12:00:00 AM",6182
"GUYANA","All vehicles","UNITS","1/1/2008 12:00:00 AM",5994
"GUYANA","All vehicles","UNITS","1/1/2009 12:00:00 AM",5947
"GUYANA","All vehicles","UNITS","1/1/2010 12:00:00 AM",5717
"GUYANA","All vehicles","UNITS","1/1/2011 12:00:00 AM",6036
"GUYANA","All vehicles","UNITS","1/1/2012 12:00:00 AM",5725
"HONDURAS","All vehicles","UNITS","1/1/2005 12:00:00 AM",8500
"HONDURAS","All vehicles","UNITS","1/1/2006 12:00:00 AM",9400
"HONDURAS","All vehicles","UNITS","1/1/2007 12:00:00 AM",11600
"HONDURAS","All vehicles","UNITS","1/1/2008 12:00:00 AM",14000
"HONDURAS","All vehicles","UNITS","1/1/2009 12:00:00 AM",7300
"HONDURAS","All vehicles","UNITS","1/1/2010 12:00:00 AM",8000
"HONDURAS","All vehicles","UNITS","1/1/2011 12:00:00 AM",9000
"HONDURAS","All vehicles","UNITS","1/1/2012 12:00:00 AM",9000
"JAMAICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",4000
"JAMAICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",4000
"JAMAICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",5000
"JAMAICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",5000
"JAMAICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",6000
"JAMAICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"JAMAICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",3500
"JAMAICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",4500
"MARTINIQUE","All vehicles","UNITS","1/1/2005 12:00:00 AM",17664
"MARTINIQUE","All vehicles","UNITS","1/1/2006 12:00:00 AM",17151
"MARTINIQUE","All vehicles","UNITS","1/1/2007 12:00:00 AM",17840
"MARTINIQUE","All vehicles","UNITS","1/1/2008 12:00:00 AM",16768
"MARTINIQUE","All vehicles","UNITS","1/1/2009 12:00:00 AM",15647
"MARTINIQUE","All vehicles","UNITS","1/1/2010 12:00:00 AM",15286
"MARTINIQUE","All vehicles","UNITS","1/1/2011 12:00:00 AM",15325
"MARTINIQUE","All vehicles","UNITS","1/1/2012 12:00:00 AM",13576
"NICARAGUA","All vehicles","UNITS","1/1/2005 12:00:00 AM",8000
"NICARAGUA","All vehicles","UNITS","1/1/2006 12:00:00 AM",10000
"NICARAGUA","All vehicles","UNITS","1/1/2007 12:00:00 AM",10000
"NICARAGUA","All vehicles","UNITS","1/1/2008 12:00:00 AM",10000
"NICARAGUA","All vehicles","UNITS","1/1/2009 12:00:00 AM",5000
"NICARAGUA","All vehicles","UNITS","1/1/2010 12:00:00 AM",6000
"NICARAGUA","All vehicles","UNITS","1/1/2011 12:00:00 AM",6000
"NICARAGUA","All vehicles","UNITS","1/1/2012 12:00:00 AM",8000
"PANAMA","All vehicles","UNITS","1/1/2005 12:00:00 AM",25000
"PANAMA","All vehicles","UNITS","1/1/2006 12:00:00 AM",30000
"PANAMA","All vehicles","UNITS","1/1/2007 12:00:00 AM",26000
"PANAMA","All vehicles","UNITS","1/1/2008 12:00:00 AM",35000
"PANAMA","All vehicles","UNITS","1/1/2009 12:00:00 AM",33000
"PANAMA","All vehicles","UNITS","1/1/2010 12:00:00 AM",38000
"PANAMA","All vehicles","UNITS","1/1/2011 12:00:00 AM",44000
"PANAMA","All vehicles","UNITS","1/1/2012 12:00:00 AM",48000
"PARAGUAY","All vehicles","UNITS","1/1/2005 12:00:00 AM",8000
"PARAGUAY","All vehicles","UNITS","1/1/2006 12:00:00 AM",8000
"PARAGUAY","All vehicles","UNITS","1/1/2007 12:00:00 AM",11000
"PARAGUAY","All vehicles","UNITS","1/1/2008 12:00:00 AM",21000
"PARAGUAY","All vehicles","UNITS","1/1/2009 12:00:00 AM",12000
"PARAGUAY","All vehicles","UNITS","1/1/2010 12:00:00 AM",19000
"PARAGUAY","All vehicles","UNITS","1/1/2011 12:00:00 AM",30000
"PARAGUAY","All vehicles","UNITS","1/1/2012 12:00:00 AM",30000
"PERU","All vehicles","UNITS","1/1/2005 12:00:00 AM",23346
"PERU","All vehicles","UNITS","1/1/2006 12:00:00 AM",32876
"PERU","All vehicles","UNITS","1/1/2007 12:00:00 AM",51017
"PERU","All vehicles","UNITS","1/1/2008 12:00:00 AM",92539
"PERU","All vehicles","UNITS","1/1/2009 12:00:00 AM",76932
"PERU","All vehicles","UNITS","1/1/2010 12:00:00 AM",120800
"PERU","All vehicles","UNITS","1/1/2011 12:00:00 AM",150037
"PERU","All vehicles","UNITS","1/1/2012 12:00:00 AM",168500
"PUERTO RICO","All vehicles","UNITS","1/1/2005 12:00:00 AM",136000
"PUERTO RICO","All vehicles","UNITS","1/1/2006 12:00:00 AM",120000
"PUERTO RICO","All vehicles","UNITS","1/1/2007 12:00:00 AM",132000
"PUERTO RICO","All vehicles","UNITS","1/1/2008 12:00:00 AM",110000
"PUERTO RICO","All vehicles","UNITS","1/1/2009 12:00:00 AM",110000
"PUERTO RICO","All vehicles","UNITS","1/1/2010 12:00:00 AM",75000
"PUERTO RICO","All vehicles","UNITS","1/1/2011 12:00:00 AM",95000
"PUERTO RICO","All vehicles","UNITS","1/1/2012 12:00:00 AM",97000
"TRINIDAD","All vehicles","UNITS","1/1/2005 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2006 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2007 12:00:00 AM",8000
"TRINIDAD","All vehicles","UNITS","1/1/2008 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2009 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2010 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2011 12:00:00 AM",14000
"TRINIDAD","All vehicles","UNITS","1/1/2012 12:00:00 AM",14500
"URUGUAY","All vehicles","UNITS","1/1/2005 12:00:00 AM",15000
"URUGUAY","All vehicles","UNITS","1/1/2006 12:00:00 AM",15000
"URUGUAY","All vehicles","UNITS","1/1/2007 12:00:00 AM",19000
"URUGUAY","All vehicles","UNITS","1/1/2008 12:00:00 AM",25000
"URUGUAY","All vehicles","UNITS","1/1/2009 12:00:00 AM",38000
"URUGUAY","All vehicles","UNITS","1/1/2010 12:00:00 AM",55000
"URUGUAY","All vehicles","UNITS","1/1/2011 12:00:00 AM",55000
"URUGUAY","All vehicles","UNITS","1/1/2012 12:00:00 AM",55000
"VENEZUELA","All vehicles","UNITS","1/1/2005 12:00:00 AM",174757
"VENEZUELA","All vehicles","UNITS","1/1/2006 12:00:00 AM",209203
"VENEZUELA","All vehicles","UNITS","1/1/2007 12:00:00 AM",318572
"VENEZUELA","All vehicles","UNITS","1/1/2008 12:00:00 AM",200341
"VENEZUELA","All vehicles","UNITS","1/1/2009 12:00:00 AM",136517
"VENEZUELA","All vehicles","UNITS","1/1/2010 12:00:00 AM",125202
"VENEZUELA","All vehicles","UNITS","1/1/2011 12:00:00 AM",120689
"VENEZUELA","All vehicles","UNITS","1/1/2012 12:00:00 AM",130553
"AUSTRALIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",988269
"AUSTRALIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",962666
"AUSTRALIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",1049982
"AUSTRALIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",1012164
"AUSTRALIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",937328
"AUSTRALIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",1035574
"AUSTRALIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",1008437
"AUSTRALIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",1112132
"AZERBAIDJAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",12670
"AZERBAIDJAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",13590
"AZERBAIDJAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",15740
"AZERBAIDJAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",15800
"AZERBAIDJAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",10800
"AZERBAIDJAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",13700
"AZERBAIDJAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",10850
"AZERBAIDJAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",13000
"BAHRAIN","All vehicles","UNITS","1/1/2005 12:00:00 AM",20000
"BAHRAIN","All vehicles","UNITS","1/1/2006 12:00:00 AM",23000
"BAHRAIN","All vehicles","UNITS","1/1/2007 12:00:00 AM",25000
"BAHRAIN","All vehicles","UNITS","1/1/2008 12:00:00 AM",36000
"BAHRAIN","All vehicles","UNITS","1/1/2009 12:00:00 AM",35000
"BAHRAIN","All vehicles","UNITS","1/1/2010 12:00:00 AM",25000
"BAHRAIN","All vehicles","UNITS","1/1/2011 12:00:00 AM",35000
"BAHRAIN","All vehicles","UNITS","1/1/2012 12:00:00 AM",42000
"BANGLADESH","All vehicles","UNITS","1/1/2005 12:00:00 AM",15000
"BANGLADESH","All vehicles","UNITS","1/1/2006 12:00:00 AM",19100
"BANGLADESH","All vehicles","UNITS","1/1/2007 12:00:00 AM",22000
"BANGLADESH","All vehicles","UNITS","1/1/2008 12:00:00 AM",28000
"BANGLADESH","All vehicles","UNITS","1/1/2009 12:00:00 AM",38500
"BANGLADESH","All vehicles","UNITS","1/1/2010 12:00:00 AM",40400
"BANGLADESH","All vehicles","UNITS","1/1/2011 12:00:00 AM",39900
"BANGLADESH","All vehicles","UNITS","1/1/2012 12:00:00 AM",43400
"BRUNEI","All vehicles","UNITS","1/1/2005 12:00:00 AM",16000
"BRUNEI","All vehicles","UNITS","1/1/2006 12:00:00 AM",16000
"BRUNEI","All vehicles","UNITS","1/1/2007 12:00:00 AM",11000
"BRUNEI","All vehicles","UNITS","1/1/2008 12:00:00 AM",16000
"BRUNEI","All vehicles","UNITS","1/1/2009 12:00:00 AM",10500
"BRUNEI","All vehicles","UNITS","1/1/2010 12:00:00 AM",10500
"BRUNEI","All vehicles","UNITS","1/1/2011 12:00:00 AM",17000
"BRUNEI","All vehicles","UNITS","1/1/2012 12:00:00 AM",20000
"CAMBODGE","All vehicles","UNITS","1/1/2005 12:00:00 AM",800
"CAMBODGE","All vehicles","UNITS","1/1/2006 12:00:00 AM",800
"CAMBODGE","All vehicles","UNITS","1/1/2007 12:00:00 AM",1000
"CAMBODGE","All vehicles","UNITS","1/1/2008 12:00:00 AM",1000
"CAMBODGE","All vehicles","UNITS","1/1/2009 12:00:00 AM",1220
"CAMBODGE","All vehicles","UNITS","1/1/2010 12:00:00 AM",1540
"CAMBODGE","All vehicles","UNITS","1/1/2011 12:00:00 AM",1540
"CAMBODGE","All vehicles","UNITS","1/1/2012 12:00:00 AM",1550
"CHINA","All vehicles","UNITS","1/1/2005 12:00:00 AM",5758189
"CHINA","All vehicles","UNITS","1/1/2006 12:00:00 AM",7215972
"CHINA","All vehicles","UNITS","1/1/2007 12:00:00 AM",8791528
"CHINA","All vehicles","UNITS","1/1/2008 12:00:00 AM",9380502
"CHINA","All vehicles","UNITS","1/1/2009 12:00:00 AM",13644794
"CHINA","All vehicles","UNITS","1/1/2010 12:00:00 AM",18061936
"CHINA","All vehicles","UNITS","1/1/2011 12:00:00 AM",18505114
"CHINA","All vehicles","UNITS","1/1/2012 12:00:00 AM",19306435
"HONG-KONG","All vehicles","UNITS","1/1/2005 12:00:00 AM",35412
"HONG-KONG","All vehicles","UNITS","1/1/2006 12:00:00 AM",35078
"HONG-KONG","All vehicles","UNITS","1/1/2007 12:00:00 AM",40659
"HONG-KONG","All vehicles","UNITS","1/1/2008 12:00:00 AM",43549
"HONG-KONG","All vehicles","UNITS","1/1/2009 12:00:00 AM",32535
"HONG-KONG","All vehicles","UNITS","1/1/2010 12:00:00 AM",48839
"HONG-KONG","All vehicles","UNITS","1/1/2011 12:00:00 AM",53057
"HONG-KONG","All vehicles","UNITS","1/1/2012 12:00:00 AM",61200
"INDIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",1440455
"INDIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",1750892
"INDIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",1993721
"INDIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",1983071
"INDIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",2266269
"INDIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",3040390
"INDIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",3287737
"INDIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",3576756
"INDONESIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",533917
"INDONESIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",318904
"INDONESIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",433341
"INDONESIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",603774
"INDONESIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",486088
"INDONESIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",764710
"INDONESIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",894164
"INDONESIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",1116230
"IRAK","All vehicles","UNITS","1/1/2005 12:00:00 AM",30700
"IRAK","All vehicles","UNITS","1/1/2006 12:00:00 AM",32200
"IRAK","All vehicles","UNITS","1/1/2007 12:00:00 AM",35000
"IRAK","All vehicles","UNITS","1/1/2008 12:00:00 AM",62000
"IRAK","All vehicles","UNITS","1/1/2009 12:00:00 AM",63000
"IRAK","All vehicles","UNITS","1/1/2010 12:00:00 AM",165000
"IRAK","All vehicles","UNITS","1/1/2011 12:00:00 AM",131500
"IRAK","All vehicles","UNITS","1/1/2012 12:00:00 AM",120000
"IRAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",857500
"IRAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",971000
"IRAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",1037900
"IRAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",1190000
"IRAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",1320000
"IRAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",1530000
"IRAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",1630000
"IRAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",1000000
"ISRAEL","All vehicles","UNITS","1/1/2005 12:00:00 AM",156000
"ISRAEL","All vehicles","UNITS","1/1/2006 12:00:00 AM",156000
"ISRAEL","All vehicles","UNITS","1/1/2007 12:00:00 AM",220000
"ISRAEL","All vehicles","UNITS","1/1/2008 12:00:00 AM",222000
"ISRAEL","All vehicles","UNITS","1/1/2009 12:00:00 AM",165000
"ISRAEL","All vehicles","UNITS","1/1/2010 12:00:00 AM",217000
"ISRAEL","All vehicles","UNITS","1/1/2011 12:00:00 AM",217000
"ISRAEL","All vehicles","UNITS","1/1/2012 12:00:00 AM",216000
"JAPAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",5852034
"JAPAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",5739520
"JAPAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",5309200
"JAPAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",5082233
"JAPAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",4609333
"JAPAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",4956148
"JAPAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",4210224
"JAPAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",5369721
"JORDAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",14000
"JORDAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",8300
"JORDAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",9000
"JORDAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",16000
"JORDAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",16000
"JORDAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",16000
"JORDAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",18000
"JORDAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",18000
"KAZAKSTAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",38800
"KAZAKSTAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",41500
"KAZAKSTAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",43300
"KAZAKSTAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",45500
"KAZAKSTAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",45000
"KAZAKSTAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",27000
"KAZAKSTAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",32000
"KAZAKSTAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",37300
"KIRGHIZISTAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",5800
"KIRGHIZISTAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",5800
"KIRGHIZISTAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",5900
"KIRGHIZISTAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",5900
"KIRGHIZISTAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",5500
